1,7,1.1.1,True,11/28/2021,4/6/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
2,7,1.1.2,True,11/22/2021,4/6/2021,5,0,1.3,16,73707.68594029073,73707.68594029073,1436984.830480694,1
3,7,1.1.3,True,11/28/2021,4/6/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
4,7,1.1.4,True,11/9/2021,4/6/2021,5,1,1.54,11,108036.29957656708,108036.29957656708,2106246.0671816114,1
5,7,1.1.5,True,11/28/2021,4/6/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
6,7,1.1.6,True,12/3/2021,4/6/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
7,7,1.1.7,True,12/3/2021,4/7/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
8,7,1.1.8,True,12/3/2021,4/7/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
9,7,1.1.9,True,12/3/2021,4/7/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
10,7,1.1.10,True,11/28/2021,4/7/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
11,7,1.1.11,True,12/4/2021,4/8/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
12,7,1.1.12,True,12/4/2021,4/8/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
13,7,1.1.13,True,12/4/2021,4/8/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
14,7,1.1.14,True,11/28/2021,4/8/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
15,7,1.1.15,True,12/4/2021,4/8/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
16,7,1.1.16,True,1/10/2022,4/8/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
17,7,1.1.17,True,11/28/2021,4/8/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
18,7,1.1.18,True,5/20/2022,4/8/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
19,7,1.1.19,True,5/20/2022,4/8/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
20,7,1.1.20,True,1/10/2022,4/8/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
21,7,1.1.21,True,11/28/2021,4/8/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
22,7,1.1.22,True,12/4/2021,4/8/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
23,7,1.1.23,True,11/28/2021,4/9/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
24,7,1.1.24,True,1/10/2022,4/9/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
25,7,1.1.25,True,11/14/2021,4/9/2021,5,1,1.54,11,108036.29957656708,108036.29957656708,2106246.0671816114,1
26,7,1.1.26,True,1/10/2022,4/9/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
27,7,1.1.27,True,1/10/2022,4/10/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
28,7,1.1.28,True,1/15/2022,4/12/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
29,7,1.1.29,True,1/15/2022,4/12/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
30,7,1.1.30,True,12/7/2021,4/12/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
31,7,1.1.31,True,12/7/2021,4/12/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
32,7,1.1.32,True,12/7/2021,4/12/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
33,7,1.1.33,True,6/3/2022,4/12/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
34,7,1.1.34,True,12/5/2021,4/12/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
35,7,1.1.35,True,6/3/2022,4/12/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
36,7,1.1.36,True,6/3/2022,4/12/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
37,7,1.1.37,True,12/7/2021,4/12/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
38,7,1.1.38,True,6/3/2022,4/13/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
39,7,1.1.39,True,12/7/2021,4/13/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
40,7,1.1.40,True,12/5/2021,4/13/2021,5,2,1.78,9,145118.40973340155,145118.40973340155,2829188.7168905116,1
41,7,1.1.41,True,12/7/2021,4/13/2021,5,4,2.26,7,191872.67352044536,191872.67352044536,3740697.021149314,1
42,7,1.1.42,True,1/15/2022,4/13/2021,5,3,2.02,8,197615.9881003641,197615.9881003641,3852667.1070736977,1
43,7,1.1.43,True,6/3/2022,4/13/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
44,7,1.1.44,True,6/5/2022,4/13/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
45,7,1.1.45,True,6/5/2022,4/13/2021,5,5,2.5,7,351562.5,351562.5,6853966.082656757,1
